state,crop_type,farm_size_ha,avg_rainfall_mm,avg_temperature_c,soil_ph,soil_type,fertilizer_kg_per_ha,pesticide_used,irrigation_used,seed_variety,yield_tonnes_per_ha
Akwa Ibom,Yam,4.62,2495.5,26.2,5.96,Clay,148.9,No,Yes,Local,7.93
Kogi,Sorghum,0.7,1058.9,26.7,6.49,Loamy,24.5,Yes,No,Improved,1.86
Jigawa,Yam,2.65,588.9,37.5,5.13,Sandy,132.2,No,No,Improved,8.72
Benue,Sorghum,0.75,1334.1,24,5.12,Clay,2.9,No,No,Local,1.1
Anambra,Cassava,0.74,2210,24.7,6.16,Clay,82.1,No,No,Improved,10.95
Osun,Rice,0.46,2035.7,22.4,6.64,Loamy,92.8,No,No,Improved,3.6
Zamfara,Yam,1.67,616.4,28.2,6.15,Clay,109.3,No,Yes,Local,9.9
Edo,Rice,4.4,1521.6,23.8,6.36,Loamy,139.2,No,No,Local,2.75
Anambra,Cassava,3.06,1847.1,23.3,5.74,Loamy,88.6,No,No,Improved,8.78
Rivers,Cassava,0.73,1645.6,24.7,5.07,Sandy,158.4,Yes,No,Improved,10.97
Cross River,Sorghum,5.1,1792.7,27.2,5.2,Loamy,95.3,No,No,Improved,1.74
Kano,Maize,0.71,601.5,26.2,6.46,Clay,138.2,Yes,No,Improved,3.66
Ondo,Maize,2.42,2487.1,23.8,6.34,Loamy,183.3,No,No,Local,1.68
Enugu,Yam,5.11,1664.2,25.2,6.05,Clay,70.9,Yes,No,Local,7.3
Akwa Ibom,Maize,3.18,1854.2,22.6,6.57,Sandy,148,No,No,Improved,1.33
Bayelsa,Cassava,17.96,1853.3,25.3,6.01,Loamy,53.2,Yes,No,Local,9.71
Bayelsa,Sorghum,0.37,2447.8,23.9,6.23,Loamy,120.9,No,No,Local,0.72
Bauchi,Maize,1.36,621.8,31.3,5.86,Clay,129.5,No,Yes,Improved,3.01
Ekiti,Maize,9.28,2423.6,25.8,7.72,Clay,142.9,No,Yes,Improved,2.74
Kogi,Cassava,1.84,1027.2,27.3,6.01,Sandy,102.6,Yes,No,Local,8.61
Jigawa,Sorghum,0.84,466.9,33.4,6.8,Loamy,26.8,No,Yes,Improved,1.83
Gombe,Maize,6.89,932,27,5.71,Clay,66.7,No,No,Improved,2.77
Ogun,Rice,1.19,1568.8,26.3,6.56,Loamy,93.8,No,No,Improved,4.04
Ondo,Cassava,0.97,2138.8,29.3,5.89,Loamy,88.3,No,No,Improved,12.66
Ogun,Maize,1.08,2274.4,25.1,5.94,Sandy,109.2,No,No,Local,2.31
Ekiti,Sorghum,11.16,2112.7,24,6.91,Loamy,100.5,No,No,Local,0.98
Zamfara,Sorghum,0.79,621.2,27.8,6.5,Clay,86.8,No,No,Local,1.31
Ogun,Sorghum,0.49,1944.9,23.6,5.3,Sandy,48.1,No,No,Improved,1.49
Jigawa,Maize,0.61,434.7,35.5,6.02,Clay,103,Yes,No,Local,1.92
Borno,Maize,4.37,514.4,34.9,6.14,Sandy,195.5,No,No,Local,1.91
Benue,Cassava,3.4,1040.3,24.5,7.01,Loamy,65,No,No,Improved,8.6
Jigawa,Cassava,1.22,397.8,37.1,5.77,Sandy,8,Yes,No,Local,6.84
Yobe,Rice,2.94,364.1,30.7,5.86,Loamy,134.1,No,Yes,Improved,4
Bayelsa,Maize,1.53,1724.6,25.3,6.97,Clay,118.2,Yes,No,Local,2.16
Abia,Yam,0.71,1745.2,28.9,7.09,Sandy,199.6,Yes,No,Local,5.12
Sokoto,Maize,0.64,336.3,29.8,6.35,Loamy,127.1,Yes,No,Local,2.42
Niger,Maize,1.46,1026.6,31.7,6.37,Loamy,88.5,No,No,Local,2.05
Jigawa,Rice,1.01,483.7,34.2,6.11,Clay,222.9,No,No,Local,2.06
Osun,Rice,2.37,2322.4,23.1,6.75,Loamy,133,Yes,No,Local,2.54
Sokoto,Cassava,0.78,420.2,37.2,7,Sandy,76.3,Yes,Yes,Local,9.41
Cross River,Sorghum,6.81,2326.6,29.3,5.61,Clay,55.6,No,No,Improved,1.51
Zamfara,Yam,1.09,846.9,26.3,6,Sandy,104.8,No,No,Improved,5.38
Ondo,Sorghum,1.25,1949.2,26.4,6.35,Clay,84.7,No,No,Improved,1.83
Lagos,Cassava,0.85,1658.3,27.5,6.13,Sandy,30.6,No,No,Improved,9.66
Edo,Sorghum,14.23,2221.7,23.8,6.26,Sandy,7.1,Yes,No,Improved,1.13
Borno,Sorghum,5.96,498,34.8,6.56,Sandy,58,No,No,Improved,2.05
Cross River,Rice,1.42,1676,26.7,6.62,Clay,86,No,No,Local,2.84
Sokoto,Maize,2.26,346.8,37.8,7.88,Clay,149.7,No,No,Local,1.63
Rivers,Cassava,4.13,2363.7,24.3,5.44,Clay,111.6,No,No,Local,9.43
Cross River,Sorghum,0.49,2344.9,22,6.79,Clay,26.4,Yes,No,Local,1.23
Lagos,Rice,1.55,2016.1,22.2,7.26,Clay,99.5,Yes,No,Improved,3.08
Benue,Yam,1.82,1048.2,28.1,5.26,Clay,110.7,Yes,No,Improved,11.56
Zamfara,Yam,0.49,815.8,34.9,6.1,Loamy,71.3,No,No,Local,5.79
Anambra,Sorghum,2.82,1858.6,22.2,6.7,Clay,60.3,Yes,No,Local,1.48
Bayelsa,Maize,2.78,1654.8,26.7,5.42,Clay,238.8,No,No,Local,1.5
Osun,Rice,1.48,2281.1,26.4,6.3,Loamy,123.8,No,No,Local,2.84
Abia,Yam,0.44,2123.9,29,5.9,Clay,31.6,No,No,Improved,10.86
Bauchi,Sorghum,4.59,844.9,32.2,6.29,Clay,0,No,No,Local,1.07
Katsina,Yam,0.96,415.1,34.9,5.83,Sandy,69.6,No,No,Local,6.79
Kaduna,Yam,0.2,903.4,30.8,6.61,Sandy,67,No,No,Local,6.99
Bayelsa,Maize,6.56,2177,24.6,6.52,Clay,141.8,No,No,Improved,2.06
Benue,Sorghum,1.09,1007.9,32,6.23,Loamy,66.4,No,No,Local,1.16
Zamfara,Rice,2.47,911.9,26.6,6.72,Sandy,59.3,No,No,Local,2.83
Niger,Sorghum,3.37,1271.5,27.2,6.61,Loamy,39,No,No,Improved,1.65
Kogi,Sorghum,0.92,1057.3,31.5,6.84,Clay,17,No,No,Local,1.06
Bayelsa,Yam,2.26,1511.6,24.1,5.4,Loamy,86.8,No,No,Local,8.5
Ogun,Sorghum,1.72,1787.2,28.6,6.1,Loamy,86.3,No,No,Local,1.35
Kwara,Maize,1.65,1073.9,25.1,5.81,Sandy,115.6,No,No,Local,2.7
Nasarawa,Cassava,0.2,1449.7,28.4,6.32,Loamy,77,Yes,No,Local,11.77
Borno,Maize,3.54,334.4,36,6.02,Sandy,96,No,No,Improved,2.28
Lagos,Sorghum,0.51,2179.7,26.6,5.21,Sandy,48.4,Yes,No,Improved,1.52
Katsina,Rice,0.47,655.9,35.6,7.21,Sandy,94,No,No,Local,1.81
Ekiti,Sorghum,2.9,1701,29.9,5.02,Loamy,20.8,No,No,Local,1.02
Ekiti,Yam,1.67,2299.7,29.4,5.98,Loamy,10.7,No,No,Local,6.4
Ebonyi,Yam,1.83,1864.2,29.4,7.27,Clay,154.1,Yes,No,Improved,8.45
Lagos,Yam,1.09,1947.6,22.7,5.68,Clay,134.1,No,No,Local,6.73
Ebonyi,Yam,2.26,2182.2,27.2,6.01,Loamy,59.7,Yes,Yes,Local,9.56
Bayelsa,Maize,1.06,1624.3,24.2,5.87,Clay,76.6,Yes,No,Local,2.56
Bauchi,Rice,1,958.7,34.4,6.66,Loamy,113.5,No,No,Local,2.24
Gombe,Sorghum,6.65,838.2,28.2,6.98,Sandy,118.6,No,No,Improved,1.46
Benue,Rice,0.69,1047.9,30,6.22,Loamy,66.9,Yes,No,Local,2.75
Bayelsa,Sorghum,2.28,1893,24.8,5.83,Loamy,46.8,No,Yes,Improved,1.69
Kogi,Yam,2.26,1220.4,28.4,6.83,Clay,103.3,No,No,Local,7.22
Cross River,Yam,0.43,2080.6,24.1,6.87,Loamy,91.1,No,No,Local,7
Kogi,Maize,1.98,1491.9,31.3,5.28,Sandy,133.4,Yes,No,Local,2.11
Kebbi,Cassava,0.51,809.7,27,6.8,Loamy,58.4,Yes,Yes,Improved,12.22
Anambra,Cassava,4.01,2487.9,28.4,7.46,Clay,105.2,No,No,Improved,9.29
Gombe,Sorghum,5.87,899.8,28,6.83,Clay,56.8,Yes,No,Local,1.53
Taraba,Sorghum,1.07,1413,26.1,7.16,Loamy,35.3,No,No,Local,1.34
Cross River,Sorghum,1.64,2099.2,29.4,6.06,Sandy,85.9,No,No,Local,0.99
Kano,Yam,1.96,652.4,32.3,6.22,Clay,17.6,No,No,Local,5.94
Edo,Maize,1.25,2105.5,28,5.35,Clay,138.7,No,No,Improved,2.29
Katsina,Rice,0.82,361.4,30,6.89,Sandy,80.9,Yes,No,Improved,3.23
Yobe,Maize,0.37,672.2,32.5,5.13,Sandy,142.1,Yes,No,Local,2.19
Plateau,Maize,0.3,1426.2,30.6,6.19,Loamy,102.1,No,No,Local,2
Kogi,Yam,1.32,1327,26.8,5.99,Clay,109.2,No,No,Improved,11.14
Katsina,Yam,0.8,482.7,36.9,5.64,Clay,155.8,Yes,No,Local,6.2
Katsina,Rice,3.28,419.8,28.9,5.64,Sandy,49.6,Yes,No,Improved,3.37
Delta,Rice,1.33,1976.1,29.5,6.02,Loamy,84.2,Yes,No,Local,2.88
Abia,Sorghum,6.16,2023.1,23.2,4.09,Sandy,102.2,No,No,Local,0.97
Anambra,Maize,2.61,1856,26.9,6.12,Clay,149.6,Yes,No,Local,2.08
Adamawa,Yam,6.48,1121.3,25.7,6.58,Loamy,88.5,No,No,Improved,9.6
Lagos,Rice,2.71,2331,23.3,5.71,Sandy,102,No,Yes,Improved,1.88
Ekiti,Maize,3.92,2039.9,24.7,5.04,Loamy,116.3,No,No,Local,1.68
Imo,Rice,0.94,1745.9,28.5,6.05,Loamy,108.7,No,No,Improved,3.81
Lagos,Sorghum,1.41,2201,22.5,6.66,Loamy,64.9,No,No,Local,1.08
Jigawa,Rice,2.86,327.3,30.8,6.55,Sandy,87.9,No,No,Local,3.13
Rivers,Cassava,2.67,1826.5,25.3,6.11,Loamy,0,No,No,Local,6.19
Nasarawa,Cassava,1.24,1273.2,30.1,6.78,Sandy,101.4,Yes,No,Improved,12.59
Kano,Maize,1.55,622.4,34.9,5.59,Sandy,187.5,Yes,No,Local,1.84
Niger,Yam,0.73,1141.4,26.7,5.28,Sandy,96.2,No,Yes,Local,8.59
Lagos,Rice,1.53,1989.8,29.7,5.69,Clay,91.1,No,No,Local,2.97
Bauchi,Maize,0.99,622.6,31.7,5.74,Clay,75.3,Yes,Yes,Local,2.37
Ogun,Rice,0.7,1708.3,28.7,5.33,Clay,136,No,No,Local,3.62
Gombe,Cassava,3.87,796,31.8,6.38,Loamy,103.1,Yes,No,Improved,12.61
Enugu,Rice,2.63,1880.1,27.9,6.5,Clay,110.9,No,No,Local,2.68
Akwa Ibom,Yam,3.19,1700.9,29,6.45,Loamy,80.9,No,No,Local,9.41
Cross River,Sorghum,3.55,2120.7,22.3,5.92,Clay,21.1,Yes,No,Improved,1.23
Zamfara,Sorghum,2.31,943.5,29,6.18,Sandy,79.8,No,No,Local,1.4
Gombe,Yam,9.31,661.8,30.1,6.75,Loamy,102.1,Yes,No,Local,8.46
Rivers,Yam,2.38,1671.1,24.5,6.57,Loamy,94.4,Yes,Yes,Local,9.57
Ogun,Rice,1.06,2063,26.2,5.85,Loamy,119.3,No,No,Local,3.16
Lagos,Sorghum,2.64,2004.7,29.2,5.69,Loamy,31.8,No,No,Improved,1.67
Edo,Cassava,3.88,2077.1,22.7,4.95,Loamy,29.7,No,Yes,Local,8.81
Kano,Rice,1.39,654.8,28.3,5.5,Clay,95.7,No,No,Improved,3.36
Anambra,Sorghum,0.32,2015.7,23,7.55,Clay,39.7,No,No,Improved,1.5
Anambra,Maize,0.42,2315.9,24.9,7.53,Sandy,139.9,No,No,Local,1.81
Kogi,Yam,1.53,1119.5,28.8,4.93,Loamy,123.2,No,No,Local,6.63
Oyo,Sorghum,2.27,2080.3,23.4,6.45,Sandy,31.6,No,No,Local,0.85
Delta,Sorghum,1.27,2022.4,24.1,5.55,Clay,1,Yes,No,Improved,1.32
Akwa Ibom,Yam,2.3,2029.4,29,5.47,Clay,107.5,No,No,Improved,9.32
Anambra,Rice,3.31,2487.4,28.3,5.25,Loamy,104.2,No,No,Local,2.66
Akwa Ibom,Rice,1.01,1838.9,24.7,6.95,Clay,45.8,Yes,Yes,Local,2.8
Jigawa,Yam,0.9,527.3,31.9,4.57,Sandy,116,Yes,No,Improved,8.8
Akwa Ibom,Sorghum,3.14,2118.7,23.7,7.2,Loamy,129.6,No,No,Improved,1.08
Abia,Rice,2.06,1901.3,28.1,5.88,Clay,153.2,No,No,Local,3.39
Katsina,Yam,0.59,486.7,28.9,4.52,Sandy,112.3,No,No,Local,6.41
Kano,Cassava,4.94,863.5,29.7,6.07,Clay,96,No,No,Local,8.27
Ekiti,Yam,0.78,1970.7,25.8,6.42,Clay,66.6,No,No,Local,8.29
Edo,Cassava,2.62,2276.5,23.2,4.89,Clay,107.9,No,No,Local,6.67
FCT,Maize,3.53,1390.4,28.8,5.74,Loamy,87.5,No,No,Improved,2.67
Rivers,Rice,0.29,1587.7,25.9,6.77,Loamy,72.1,No,No,Local,3.04
Yobe,Cassava,0.2,349.7,32.6,5.16,Clay,141.3,No,No,Local,8.08
Benue,Sorghum,0.22,1102.4,27.9,6.58,Loamy,65.1,Yes,No,Improved,2.05
Niger,Rice,7.45,1138.7,30.6,4.77,Clay,72.9,No,No,Improved,3.6
Delta,Rice,0.2,2315.2,28.9,6.99,Loamy,151.4,No,No,Local,2.59
Taraba,Rice,1.03,1094.7,25.9,4,Clay,90.6,No,No,Improved,2.66
FCT,Rice,1.09,1110.9,27.2,6.04,Clay,129.5,Yes,No,Local,3.09
Gombe,Yam,1.32,872.9,29.7,6.42,Clay,157.1,No,No,Local,8.7
Ogun,Yam,0.42,1926.5,27.7,6.32,Clay,82,No,No,Improved,10
Akwa Ibom,Rice,1.21,2392.4,22.3,5.41,Loamy,170.5,No,No,Local,2.31
Zamfara,Maize,9.41,908.8,29.6,5.64,Sandy,97.7,No,No,Local,2.37
Akwa Ibom,Maize,1.62,1500.6,25.6,5.48,Loamy,139.3,No,No,Improved,2.14
Ekiti,Rice,1.21,2331,29.5,4.6,Loamy,67.4,No,No,Improved,2.81
Taraba,Cassava,0.2,1276.6,29.9,5.46,Sandy,122.6,Yes,No,Local,8.17
Imo,Maize,3.89,2277.4,27.2,6.72,Loamy,99.1,Yes,No,Local,1.78
Jigawa,Rice,6.81,359.2,29.9,5.92,Sandy,139.5,Yes,No,Improved,3.67
Jigawa,Rice,7.08,528,36.6,7.45,Sandy,123.6,No,No,Improved,2.88
Oyo,Cassava,2.2,1771.5,29.2,6.12,Loamy,134.7,No,No,Local,8.61
Bayelsa,Sorghum,1.21,2368.1,24.9,6.34,Clay,0,No,No,Local,0.98
Anambra,Cassava,1.09,2290,23.6,6.42,Sandy,132.7,No,No,Local,9.75
Ebonyi,Cassava,1.43,1708,29.1,5.78,Loamy,86.4,No,No,Local,7.71
Sokoto,Cassava,0.52,669.5,37.4,6.01,Loamy,90.4,No,No,Local,7.63
Bauchi,Sorghum,1.69,607.4,31.8,7.04,Clay,55.8,Yes,No,Local,1.54
Imo,Cassava,1.22,1770.2,28.5,6.28,Sandy,66.4,Yes,No,Improved,12.15
Cross River,Sorghum,1.29,1746.1,23.6,6.45,Loamy,67.4,No,No,Local,1.23
Akwa Ibom,Maize,2.02,2326.2,29.8,4.92,Loamy,89.9,Yes,No,Local,1.72
Kano,Rice,3.99,838.9,27.5,5.62,Loamy,230.4,Yes,No,Local,2.44
Katsina,Rice,0.82,371.8,32.3,5.38,Sandy,93.4,No,No,Local,2.48
Bauchi,Rice,2.74,760,34.7,5.45,Loamy,95.1,Yes,No,Local,3.25
Jigawa,Sorghum,20.62,307.7,37.7,7.09,Sandy,55,No,No,Local,0.73
Akwa Ibom,Sorghum,0.82,2168.8,29.5,5.95,Loamy,18.2,No,No,Local,1.09
Ogun,Cassava,1.05,2293.4,25.7,6.77,Clay,126.1,No,No,Local,8.79
Ondo,Rice,1.27,2279.7,24.9,6.6,Sandy,176.5,No,No,Local,2.42
Bauchi,Cassava,3.74,718,26.2,6.4,Loamy,89.7,No,No,Improved,9.93
Jigawa,Cassava,9.29,669.6,29.2,5.46,Loamy,105.1,Yes,No,Local,10.45
Jigawa,Rice,1.88,654.3,36.8,6.69,Sandy,187,No,No,Improved,2.47
Ekiti,Sorghum,1.31,2493.6,28.5,7.93,Loamy,81.2,No,No,Local,0.96
Jigawa,Sorghum,3.66,677.1,36.2,5.52,Sandy,44.3,No,No,Local,1.43
Kano,Yam,2.11,849.7,27.5,6.2,Loamy,90,No,No,Improved,8.97
Yobe,Sorghum,2.94,392.2,32.5,4.87,Loamy,112.1,No,No,Local,1.21
Sokoto,Maize,0.96,417,34.1,5.72,Clay,110,Yes,No,Local,1.76
Borno,Sorghum,5.01,427.1,33.4,6.62,Loamy,31.3,Yes,No,Local,1.46
Anambra,Yam,5.76,2341.1,24.4,6.36,Sandy,99,Yes,Yes,Improved,11.46
Borno,Maize,0.86,581.8,30.9,5.96,Sandy,186.6,Yes,No,Improved,0.86
Kogi,Maize,2.55,1402.2,25.1,7.75,Loamy,73.9,No,No,Improved,2.74
Kebbi,Rice,1.71,690.5,32,5.26,Clay,56.6,Yes,No,Improved,3.41
Niger,Yam,0.73,1405.5,31.4,6.06,Loamy,112.9,No,No,Local,8.01
Edo,Yam,2.7,1685.9,28.3,6.36,Clay,93.6,Yes,No,Local,8.66
Kwara,Maize,1.13,1143.9,26.2,6.62,Loamy,158,No,No,Improved,2.35
Imo,Cassava,2.78,2163.1,23.1,5.52,Loamy,162.4,Yes,No,Improved,9.78
Akwa Ibom,Cassava,1.83,2435.1,27.6,7.12,Loamy,50.4,No,No,Improved,9.6
Katsina,Maize,0.96,505,37.7,5.8,Clay,133.7,No,No,Local,2.05
Taraba,Cassava,5.02,1142.6,25.4,5.79,Loamy,35.1,Yes,No,Improved,10.58
Delta,Sorghum,2.03,1860.8,25.5,6.76,Loamy,94.4,Yes,No,Local,0.81
Edo,Yam,0.89,1722,24.7,5.38,Loamy,77.9,No,No,Local,7.89
Adamawa,Yam,6.37,1321.9,30.3,6.65,Clay,141.4,Yes,No,Improved,10.59
Enugu,Maize,0.56,2124.9,30,5.99,Sandy,91,No,No,Improved,2.46
Kwara,Rice,0.34,1176.4,26.6,4.92,Loamy,123.5,Yes,No,Local,2.17
Gombe,Yam,0.97,948.1,32.3,6.35,Sandy,106.6,No,No,Improved,10.93
Ondo,Sorghum,0.72,2010.9,29,5.42,Clay,83,No,Yes,Improved,1.67
Abia,Maize,2.79,1974.6,24.2,5.93,Clay,90.4,No,No,Local,1.91
Adamawa,Sorghum,0.82,1476.4,24.3,5.94,Clay,96.5,Yes,No,Improved,1.58
Delta,Maize,3.89,2220.4,28.5,5.89,Loamy,129.1,No,No,Local,1.93
Gombe,Sorghum,4.31,708.9,30.2,5.23,Sandy,0,Yes,No,Improved,1.54
Sokoto,Maize,0.92,542.5,32.2,5.79,Sandy,42.6,No,No,Improved,2
Plateau,Yam,7.68,1447.9,29.5,6.32,Loamy,103.7,Yes,No,Local,8.34
Gombe,Yam,0.61,777.8,28,6.68,Sandy,60.4,Yes,No,Local,9.41
Bauchi,Yam,1.12,639.1,28.3,4.52,Sandy,109.3,No,No,Local,7.16
Ebonyi,Maize,2.23,1632.7,26.4,5.75,Clay,113.2,No,No,Improved,3.03
Ondo,Rice,0.25,2399.5,25.2,5.78,Loamy,145.2,Yes,No,Improved,3.69
Enugu,Maize,3.38,2273.8,26.8,6.26,Sandy,157.4,No,No,Local,1.7
Ekiti,Sorghum,0.25,1884.1,28,5.28,Loamy,66.9,No,No,Local,1.3
Cross River,Cassava,2.38,2128.9,25.8,6.06,Clay,28.7,No,No,Improved,9.28
Anambra,Rice,1.44,1560.5,23.6,5.98,Loamy,117.3,No,No,Improved,3.54
Benue,Yam,1.06,1126.8,30.3,5.75,Clay,151,Yes,Yes,Improved,10.65
FCT,Sorghum,1.44,1258.2,30.2,6.48,Loamy,0,Yes,No,Improved,1.28
Oyo,Maize,0.66,2115.2,22.4,6.8,Clay,76.1,No,No,Local,1.67
Zamfara,Sorghum,0.81,775,33.4,5.28,Sandy,15.3,No,No,Local,1.16
Ebonyi,Rice,1.14,1859.9,25.8,5.81,Clay,103.2,Yes,Yes,Improved,4.23
Delta,Sorghum,0.74,2126.6,25.3,5.97,Loamy,104.3,No,No,Local,1.02
Anambra,Rice,3.61,2366,28.1,6.6,Loamy,102,No,No,Local,1.08
Bayelsa,Maize,1.07,1917.4,25.8,6.8,Clay,170.8,Yes,No,Local,1.63
Plateau,Rice,0.87,1193.2,30.5,5.86,Sandy,63.2,No,No,Improved,3.48
Akwa Ibom,Maize,0.6,2306.1,24.5,6.3,Loamy,119.5,Yes,No,Local,2.37
Nasarawa,Rice,0.92,1404.2,27.5,4.32,Loamy,127.2,Yes,No,Local,3.05
Adamawa,Sorghum,4.36,1140.1,26.4,5.58,Loamy,112.9,No,No,Local,1.14
Oyo,Yam,4.24,1960.4,29.5,6.64,Clay,124.1,No,Yes,Improved,10.5
Nasarawa,Yam,7.94,1157.8,27.2,5.96,Loamy,77.2,No,No,Local,7.89
Katsina,Yam,2.04,331.7,31.9,5.15,Clay,57.2,Yes,No,Local,7.63
Jigawa,Rice,9.85,683.6,33.3,5.33,Sandy,109.7,Yes,No,Local,2.77
Akwa Ibom,Rice,1.08,1764,22,5.73,Clay,117,No,No,Local,2.46
Bayelsa,Cassava,0.4,2336.7,27.4,5.56,Clay,67.2,Yes,No,Local,8.46
Katsina,Yam,2.98,627,32.9,6.22,Sandy,77.6,No,No,Local,8.36
Adamawa,Maize,1.92,1254.7,27,7.5,Clay,93.8,Yes,Yes,Improved,2.97
Edo,Sorghum,1.89,1870.4,25,5.36,Loamy,63.7,Yes,No,Local,1.24
Adamawa,Sorghum,5.25,1108.1,27.2,6.42,Loamy,43.7,Yes,No,Improved,1.72
Plateau,Rice,0.82,1441.9,29.4,6.19,Clay,105.8,Yes,No,Improved,4.85
Kebbi,Sorghum,1.08,780.1,34.7,4.4,Sandy,89.4,No,Yes,Improved,1.43
Rivers,Rice,1.59,2461.5,24.3,6.28,Sandy,121.6,Yes,No,Improved,4.27
Delta,Sorghum,0.35,2247.1,27.4,5.75,Loamy,0,No,No,Local,0.96
Ekiti,Yam,0.42,2256.5,24.7,6.51,Sandy,110.1,Yes,No,Improved,10.19
Kwara,Sorghum,0.38,1474.2,28.4,6.46,Sandy,99.6,Yes,No,Improved,1.36
Akwa Ibom,Yam,2.84,1861.8,23.9,6.24,Clay,68,No,No,Improved,8.78
Ogun,Sorghum,4.26,1949.9,24.7,5.1,Clay,0,Yes,No,Local,1.04
Adamawa,Rice,1.16,1291.5,27.2,6.05,Loamy,140.7,Yes,No,Improved,4.39
Bauchi,Maize,2.72,639.1,27.6,6.62,Loamy,131.7,No,No,Local,2.36
Abia,Rice,0.84,1551.8,28.2,6.19,Loamy,160.3,Yes,Yes,Improved,1.23
Lagos,Cassava,7.74,2070.2,27.4,5.74,Clay,60.2,No,No,Improved,12.24
Katsina,Rice,2.34,538.1,35.3,5.07,Sandy,97.8,Yes,No,Local,2.89
Oyo,Rice,1.02,1990.5,22.1,5.7,Clay,121.7,Yes,No,Improved,3.61
Ekiti,Maize,6.31,1522.1,29.3,6.15,Loamy,135.3,No,Yes,Local,2.28
Ebonyi,Rice,1.42,1766.5,28.4,5.95,Clay,159.4,No,No,Improved,3.79
Borno,Maize,0.69,339.2,37.5,5.03,Loamy,126.6,Yes,Yes,Improved,2.25
Ebonyi,Rice,1.21,1660.4,26.8,6.28,Loamy,166.3,No,No,Local,2.57
Cross River,Sorghum,1.51,2141.9,24.2,6.56,Sandy,74.3,No,Yes,Improved,1.61
Kano,Rice,3.86,688.8,30.4,5.33,Sandy,95.5,Yes,No,Improved,2.4
Adamawa,Sorghum,0.79,1430.4,27.3,5.5,Clay,59.2,No,No,Improved,1.81
Zamfara,Maize,1.57,847.4,30.5,6.37,Sandy,145.4,No,No,Local,2.27
Gombe,Yam,4.14,983,30.5,6.7,Sandy,40.9,Yes,Yes,Local,8.15
Oyo,Sorghum,0.98,1734.3,27.9,5.24,Clay,64.7,No,No,Local,1.13
Ebonyi,Maize,1.9,2149.4,28.1,6.36,Loamy,113.2,Yes,Yes,Local,2.28
Yobe,Sorghum,0.2,432,29.4,6,Loamy,75.6,No,No,Local,1.73
Oyo,Cassava,4.94,1821.5,25.3,5.6,Clay,88.4,No,No,Local,9.99
Borno,Maize,2.85,356.4,29.3,7.19,Clay,107.8,No,Yes,Local,2.32
Edo,Rice,2.34,1724.3,29.6,5.97,Clay,167.2,Yes,No,Local,2.82
Adamawa,Cassava,0.38,1205.4,29.1,5.84,Loamy,82.6,Yes,No,Local,8.47
Ondo,Rice,1.03,2147.2,29.4,7.31,Clay,123.6,No,No,Local,2.31
Benue,Cassava,1.15,1066.1,30.2,5.55,Clay,164.5,Yes,No,Local,9.15
Jigawa,Cassava,1.32,626.2,30.4,6.25,Sandy,69.3,No,No,Local,7.79
Cross River,Yam,2.91,1908.4,26.9,6.51,Loamy,70.9,Yes,No,Improved,10.1
Bayelsa,Yam,1.6,1671.1,28.2,5,Clay,121.4,No,No,Local,6.43
Niger,Cassava,1.6,1386.6,24.2,6.21,Sandy,100.4,No,No,Improved,12.39
Anambra,Yam,2.38,2279.2,28.9,5.34,Clay,151.9,Yes,No,Local,8.54
Kwara,Yam,2.06,1436.4,26.9,5.76,Sandy,136.3,Yes,Yes,Local,8.64
FCT,Yam,2.11,1006.8,30.8,6.15,Sandy,59.3,No,No,Improved,11.16
Anambra,Rice,2.39,2139.7,28,5.31,Clay,98.6,Yes,Yes,Local,3.28
Plateau,Cassava,5.24,1041.9,30.1,6.01,Loamy,35.1,Yes,No,Local,10
Abia,Sorghum,2.75,2037.6,26.7,5.96,Sandy,101.9,Yes,No,Improved,1.07
Plateau,Rice,2.61,1063.5,26.5,6.02,Clay,45.5,No,No,Improved,2.81
Imo,Yam,1.95,1630.3,29.3,5.72,Loamy,149.8,No,Yes,Improved,11.41
FCT,Maize,1.56,1371.3,29.8,5.83,Loamy,80.4,Yes,No,Improved,2.85
Kano,Maize,1.67,930.6,26.3,5.3,Clay,120.1,Yes,No,Improved,3.04
Ogun,Yam,5.69,2464.2,25.6,6.48,Sandy,149.5,No,No,Local,6.69
Edo,Cassava,0.88,1816.2,27.6,6.5,Loamy,93.3,No,Yes,Improved,10.64
Akwa Ibom,Yam,1.99,1919.6,23.2,5.91,Loamy,113.7,No,No,Local,7.28
Anambra,Yam,4.98,1517.3,29.5,5.43,Clay,94.1,No,No,Improved,9.46
Yobe,Cassava,0.64,610.4,29.7,5.85,Sandy,159.2,Yes,Yes,Improved,11.66
Borno,Cassava,2.11,349.3,28.2,4.55,Sandy,55.1,No,No,Improved,9.58
Gombe,Cassava,0.4,808.2,31.2,5.78,Sandy,67.6,Yes,No,Local,9.97
Akwa Ibom,Sorghum,0.64,2198.3,23.3,6.4,Clay,38.7,No,No,Local,1.07
Delta,Yam,4.99,1785.4,27.8,4.9,Clay,164.6,No,No,Local,6.44
Jigawa,Yam,1.74,355.4,30,6.68,Sandy,53.9,Yes,No,Improved,9.36
Oyo,Rice,1.3,1705.7,27.9,4.9,Loamy,134.7,Yes,No,Local,3.03
Ebonyi,Cassava,1.6,1933.8,27.5,5.38,Clay,86.5,No,No,Improved,11.43
